"EventId","EventType","Timestamp","Level","Message","Exception"
"event-a83941d6f9f908de1e00000000000000","0xfed9c7dd","2026-08-14T11:46:19.7686742Z","Information","Request starting HTTP/1.1 GET http://bfstats.io/stats/leaderboard?page=1&pageSize=25&sortBy=rounds&sortDir=desc&days=30&minRounds=25&minPlay=0&game=bf1942 - null null",""
"event-a839560cf9f908de1f00000000000000","0x230f5c0e","2026-08-14T11:46:19.7691916Z","Debug","Fetching global leaderboard: page=1, size=25, sort=rounds desc, q=null, server=null, exclude=null, populatedOnly=false, map=null, days=30, minRounds=25, minPlay=0",""
"event-a839e079f9f908de2000000000000000","0xe9507561","2026-08-14T11:46:19.7727353Z","Information","Executed DbCommand (0ms) [Parameters=[], CommandType='Text', CommandTimeout='60']
SELECT ""s"".""Guid"", ""s"".""Name"", ""s"".""Country"", ""s"".""Game""
FROM ""Servers"" AS ""s""",""
"event-a839e70ef9f908de2500000000000000","0xad80e510","2026-08-14T11:46:19.7729038Z","OK","main",""
"event-a841e485f9f908de2100000000000000","0xe9507561","2026-08-14T11:46:19.8252677Z","Information","Executed DbCommand (43ms) [Parameters=[@occupancyCutoff='?' (Size = 27), @game='?' (Size = 6)], CommandType='Text', CommandTimeout='60']
SELECT ""s"".""ServerGuid"", AVG(""s"".""AvgPlayers"") AS ""AvgPlayers""
FROM ""ServerOnlineCounts"" AS ""s""
WHERE ""s"".""HourTimestamp"" >= @occupancyCutoff AND ""s"".""Game"" = @game
GROUP BY ""s"".""ServerGuid""",""
"event-a841eb85f9f908de2600000000000000","0xad80e510","2026-08-14T11:46:19.8254469Z","OK","main",""
